name,category,chains,total_24h,total_7d,total_30d,change_1d_pct,change_7d_pct
Napier,Yield,Base;Ethereum;Sonic;OP Mainnet;Mantle;Avalanche;BSC;Polygon;Arbitrum;Fraxtal;Hyperliquid L1;Plume Mainnet,111,760,3222,1.83,4.72
Kyo Finance,Dexs,Soneium,110,564,4490,34.15,26.44
Lithos,Dexs,Plasma,110,818,5864,4.76,-62.07
RHEA LST,Liquid Staking,Near,110,649,29585,,13.4
Rain.fi,Lending,Solana,108,1129,6726,-11.48,315.38
Doma,Chain,Doma,106,750,1826,-0.93,-8.62
KUB,Chain,Kub,104,808,4575,-5.45,-11.86
Senpi Perps,Interface,Hyperliquid L1,102,1279,6766,-65.31,-55.46
HOPR,Privacy,Gnosis,100,452,1808,61.29,132.56
PacaSwap DEX,Dexs,Pacaswap,100,385,1250,614.29,40.85
Prism DEX,Dexs,MegaETH,100,1207,6685,11.11,-34.21
Minswap Aggregator,DEX Aggregator,Cardano,99,502,6356,-18.85,-30.77
Ferra DLMM,Dexs,Sui,97,403,1688,51.56,169.44
Privacy Pools,Privacy,Ethereum;OP Mainnet;Arbitrum,95,744,6602,-37.91,265.38
Rocket Perp,Derivatives,Off Chain,95,839,3847,-40.63,-74.6
Aborean AMM,Dexs,Abstract,93,570,3164,-50.53,-9.71
PagCrypto,Payments,Solana;Base;Polygon;Hyperliquid L1;Monad;OP Mainnet;Arbitrum;BSC,93,14743,136613,-96.28,-80.9
Uniswap V1,Dexs,Ethereum,92,556,2852,3.37,-5.15
Tezos,Chain,Tezos,91,579,2737,21.33,18.18
Pangolin V2,Dexs,Avalanche,90,1150,5617,-40.79,-79.36
Scroll,Chain,Scroll,90,333,2274,-17.43,429.41
Lista RWA,RWA,BSC,89,523,2725,14.1,34.85
Bifrost Liquid Staking,Liquid Staking,Bifrost,88,4223,32754,-26.67,-92.46
SYMMIO,Derivatives,Mode;Mantle;Sonic;Base;Coti;Berachain;Arbitrum;BSC,85,338,2215,254.17,157.58
NetSwap,Dexs,Metis,84,814,4004,-44.37,-16.83
SMARDEX AMM,Dexs,Ethereum;BSC;Polygon;Arbitrum;Base,84,155,353,31.25,2700
dextrabot,Interface,Hyperliquid L1;Starknet,84,408,2300,-11.58,75
Flying Tulip Lend,Lending,Sonic;Ethereum,84,533,2700,-8.7,40
Alchemix V3,Synthetics,Ethereum;Arbitrum;OP Mainnet,83,43347,81435,-104.82,-73.98
Celestia,Chain,Celestia,83,610,2240,3.75,-3.49
Pharaoh Legacy,Dexs,Avalanche,82,992,5977,-34.92,-68.82
EISEN Finance,DEX Aggregator,Blast;Mode;Mantle;Scroll;Linea;CORE;Taiko;Base;Zircuit;Berachain;Soneium;Hemi;Rootstock;BSC;Arbitrum;Hyperliquid L1;Abstract;Plume Mainnet;Flow;Katana;Bitlayer;Cronos;Monad;MegaETH,82,98,1680,412.5,
SquadSwap Dynamo,Dexs,BSC,82,441,2411,30.16,15.49
BitFi Basis,Basis Trading,Ethereum,81,564,2439,-2.41,26.56
Jupiter DCA,DCA Tools,Solana,81,235,2138,97.56,1250
Almanak,Onchain Capital Allocator,Ethereum,81,455,1487,14.08,1925
BabyDogeSwap,Dexs,BSC,79,576,3414,-26.17,-51.83
Ambient,Dexs,Ethereum;Scroll;Blast;Swellchain;Plume Mainnet,79,385,3920,49.06,-9.2
Valantis STEX,Dexs,Hyperliquid L1,79,1081,9291,-65.65,79.55
Ratio,Prediction Market,Polygon,79,261,1879,-41.91,203.85
PERPTools,Interface,Orderly Network,79,892,4375,-28.18,-83.58
Beets DEX V3,Dexs,Sonic,78,633,2306,59.18,34.48
Axelar,Bridge,Celo;Mantle;Blast;Avalanche;Ethereum;Mode;Arbitrum;Scroll;Base;BSC;Linea;Fantom;OP Mainnet;Polygon,77,341,4317,24.19,-96.09
TAC,Chain,TAC,77,407,596,14.93,381.25
MERLIN DEX,Dexs,ZKsync Era;Merlin,76,462,4771,31.03,-7.32
Lendle Pooled Markets,Lending,Mantle,76,671,3497,-37.19,-26.21
Jupiter Limit,DEX Aggregator,Solana,76,492,4466,-10.59,-49.33
THORWallet,DEX Aggregator,Thorchain,76,802,34635,-69.84,-86.13
Merlin,Chain,Merlin,76,459,4759,33.33,-7.32
Dexalot,Chain,Dexalot,76,553,2968,-1.3,-24.75
Phoenix Spot,Dexs,Solana,75,312,1676,200,120.59
Extra Finance Xlend,Lending,Base;OP Mainnet,75,356,6286,78.57,1.35
Pact,Dexs,Algorand,74,795,3326,-34.51,-47.89
Swapr V3,Dexs,Gnosis,74,414,2727,5.71,-49.66
Splash Protocol,Dexs,Cardano,74,284,2967,80.49,89.74
Dreamcash Markets,Interface,Hyperliquid L1,74,4523,101440,-71.09,-96.97
OHAYO Global,Interface,Hyperliquid L1,74,249,554,-9.76,174.07
Sablier Legacy,Payments,Ethereum;OP Mainnet;Base;Arbitrum,73,576,2692,-20.65,-67.7
Sumer.money,Lending,Meter;Base;Arbitrum;Ethereum;zkLink Nova;BSquared;CORE;BSC;Berachain;Hemi;Monad,72,1121,6337,380,
YeiLend,Lending,Sei,72,618,3570,-43.31,-31.43
Vibe Trading,Interface,Base;Arbitrum,72,239,1464,1700,500
opBNB,Chain,opBNB,72,591,3035,-2.7,-22.58
Illuvium,Gaming,Immutable zkEVM;Ethereum,71,1605,14919,-51.03,-81.27
Vexy,NFT Marketplace,OP Mainnet;Base,71,2838,12715,-75.85,-94.46
Hydro Inflow,Yield,Neutron,71,526,2262,-14.46,-4.05
Anoncoin,Launchpad,Solana,71,1540,9869,-89.89,-91.05
ZealousSwap,Dexs,Igra;Kasplex,70,386,1688,-21.35,29.63
PHUX,Dexs,PulseChain,68,313,2401,78.95,94.29
manifold.xyz,NFT Launchpad,Ethereum;OP Mainnet;Base,67,932,3299,-62.15,8.06
Virtus Protocol CL,Dexs,Base,67,487,1023,-20.24,-36.19
Stake DAO,Yield,Ethereum,66,12547,56619,,-51.47
XSwap V3,Dexs,XDC,66,186,2204,94.12,175
FlareBank,Reserve Currency,Flare,66,110,268,6500,
Pokeliquid,Derivatives,Solana,66,5778,11815,-21.43,-92.79
Forest V1,Dexs,BSC,64,461,2758,28,88.24
YieldNest,Onchain Capital Allocator,Ethereum;Base;BSC,62,880,6479,-48.33,-54.74
GoPlus Locker V2,Token Locker,Ethereum;Base;BSC;Arbitrum;Gravity by Galxe;Morph,62,463,24560,67.57,169.57
Hemi,Chain,Hemi,62,162,949,34.78,169.57
Allbridge Classic,Bridge,Polygon;Solana;BSC;Ethereum;Heco;Avalanche;Celo;Fantom;Terra Classic;Aurora;Harmony;Fuse;Near;Waves;Stellar;Tezos;Kaia;Stacks,61,208,749,,6000
Asymmetry USDaf,CDP,Ethereum,61,636,3891,-24.69,-45.05
Etherlink,Chain,Etherlink,61,352,1558,-15.28,35.56
Velto,Interface,Orderly Network,59,430,4573,-23.38,-28.92
Berachain,Chain,Berachain,59,1072,2062,90.32,96.67
Adrena Protocol,Derivatives,Solana,58,129,696,132,176.19
Bloxwap Perps,Interface,Hyperliquid L1,58,119,386,222.22,1350
Kaia,Chain,Kaia,58,486,2660,-13.43,-33.33
Scale,Dexs,Base,56,431,1459,5.66,-27.27
BrownFi V2,Dexs,Base;Arbitrum;BSC;Berachain;Hyperliquid L1;Linea;Monad,56,512,15845,-6.67,-31.71
Liquid Protocol,Launchpad,Base,56,719,9624,-74.43,-72.68
KrokoSwap V3,Dexs,Kasplex,56,374,1622,-1.75,9.8
Bitcoincash,Chain,Bitcoincash,56,351,1623,5.66,7.69
Sharky,NFT Lending,Solana,55,366,8336,205.56,161.9
Thorchain,Chain,Thorchain,55,87,93,150,
Trends Legacy,Launchpad,Solana,54,853,5239,-19.4,68.75
Aegis JUSD,Basis Trading,Ethereum,54,145,986,100,237.5
Arbitrum Nova,Chain,Arbitrum Nova,54,294,1234,0,0
Holdstation Wallet Miniapp,DEX Aggregator,World Chain,53,395,3018,-48.04,-20.9
Orynth,Launchpad,Solana,52,3060,34027,67.74,-27.78
Koi Finance AMM,Dexs,ZKsync Lite;ZKsync Era,51,302,1693,-8.93,-46.88
ThalaSwap,Dexs,Aptos,51,345,1848,-1.92,-48.48
Plume Mainnet,Chain,Plume Mainnet,51,362,1939,4.08,-3.77
Metis,Chain,Metis,51,410,1827,-25,4.08
Mendi Finance,Lending,Linea,50,255,1160,-3.85,-5.66
Bulla Exchange,Dexs,Berachain,49,343,1099,4.26,
HyperLend Isolated,Lending,Hyperliquid L1,49,1036,2469,63.33,276.92
Paragon,Interface,Hyperliquid L1,49,336,9739,25.64,-38.75
Cube,Dexs,Solana,49,159,222,22.5,1533.33
MultiversX,Chain,MultiversX,49,340,1927,2.08,-30.99
Hyperlynx V3,Dexs,Hyperliquid L1,48,302,306,-31.43,1100
Spectra V2,Yield,Base;Arbitrum;Ethereum;OP Mainnet;Sonic;Hemi;BSC;Avalanche;Hyperliquid L1;Katana;Flare;Monad,47,482,4081,-70.99,-14.55
Swappi,Dexs,Conflux,46,447,3510,-28.13,-53.54
Kodiak Perps,Interface,Orderly Network,45,359,2447,36.36,-63.71
Stabull Finance,Dexs,Ethereum;Polygon;Base,45,186,1193,40.63,21.62
SectorOne DLMM,Dexs,Base;MegaETH;Ethereum,45,413,2156,-13.46,-63.41
Arena Perps,Interface,Hyperliquid L1,45,292,6851,95.65,-72.73
Sanctum Reserve,Yield,Solana,44,259,28228,158.82,1000
CosmosHub,Chain,CosmosHub,44,382,2165,-16.98,-18.52
OBSDN,Derivatives,Monad,43,410,1028,290.91,230.77
Morph,Chain,Morph,43,211,1007,-14,-17.31
AlienX,Chain,AlienX,42,278,1252,5,7.69
Goldfinch,RWA Lending,Ethereum,41,214,1304,1950,-84.7
Tapp Exchange,Dexs,Aptos,41,267,1126,115.79,-60.58
Velodrome V1,Dexs,OP Mainnet,40,76,317,566.67,100
Carbon Defi,Dexs,Ethereum;Sei;Coti;Celo;TAC,40,324,2410,-31.03,-56.04
cro.trade Perps,Interface,Hyperliquid L1,40,1004,13873,73.91,-85.13
Aftermath AMM,Dexs,Sui,39,156,1273,85.71,-7.14
SakeFinance,Lending,Soneium,39,368,2392,-37.1,-41.79
Swop,Dexs,Waves,38,296,1252,0,0
zkSwap V3,Dexs,ZKsync Era;Sonic;Monad,38,105,889,171.43,80.95
StellaSwap V4,Dexs,Moonbeam,38,265,1962,-24,-30.91
Upheaval V3,Dexs,Hyperliquid L1,38,318,1802,-24,-48.65
Grambo,Launchpad,TON,38,346,346,660,
Rari,Chain,Rari,38,225,1222,18.75,18.75
Citrea,Chain,Citrea,37,209,1244,15.63,-9.76
Clober V2,Dexs,Base;Monad;ZKsync Era,36,77,1556,50,125
Hercules V3,Dexs,Metis,34,345,1707,-42.37,-17.07
Tulipa Capital,Risk Curators,Berachain;BSC;BOB;Ethereum,34,239,1299,6.25,0
Honeyswap,Dexs,Gnosis;Polygon,33,160,12623,94.12,3.13
Synapse Cross Chain Bridge,Cross Chain Bridge,OP Mainnet;Metis;Cronos;Moonriver;Kaia;DFK;Harmony;Moonbeam;BSC;Boba;Dogechain;Ethereum;Aurora;Avalanche;Polygon;Arbitrum;Base;Canto;Fantom,33,161,1321,-8.33,-2.94
Navigator,Derivatives,Sonic,33,181,1087,17.86,1000
PossumLabs,Launchpad,Solana,33,223,782,371.43,94.12
Trasia,Interface,Hyperliquid L1,32,85,104,-27.27,
MoonTrader Perps,Interface,Hyperliquid L1,31,75,919,287.5,55
Alphix,Dexs,Base;Arbitrum,31,138,1080,63.16,82.35
EulerSwap,Dexs,Ethereum;Unichain;BSC;Monad,30,1035,7588,-83.43,-81.82
Alt Fun,Launchpad,Hyperliquid L1,30,114,3233,172.73,-11.76
SakuraSwap AMM,Dexs,Ink;Zero Network;Shape;Abstract,29,211,534,-25.64,38.1
Somnia Exchange,Dexs,Somnia,29,128,499,38.1,107.14
Uxuy Perps,Interface,Hyperliquid L1,29,263,1273,-51.67,-3.33
Shape,Chain,Shape,29,136,561,52.63,123.08
Idle,Yield Aggregator,OP Mainnet;Polygon;Polygon zkEVM;Ethereum;Arbitrum,28,180,23121,-6.67,12
Infusion,Dexs,Base,28,165,933,12,-15.15
Virtuals Protocol,AI Agents,Base;Solana;Ethereum,28,18181,245664,-72,-99.61
InfinityName,Domains,Ink;BOB;OP Mainnet;Unichain;Base;Soneium,28,202,922,75,133.33
Saber,Dexs,Solana,27,189,810,0,0
EthereumClassic,Chain,EthereumClassic,27,262,676,-12.9,-12.9
Swapr V2,Dexs,Ethereum;Arbitrum;Gnosis,26,123,736,62.5,13.04
Arena SocialFi,SoFi,Avalanche,26,636,1574,-58.73,-71.74
Ociswap Precision,Dexs,Radix,26,66,129,420,2500
O2 Exchange,Dexs,Fuel Ignition,26,1384,24772,18.18,-97.65
FlowBot Perps,Interface,Hyperliquid L1;zkLighter;Solana;Ink;Paradex;Starknet,26,267,1098,-50,-67.9
Auki,DePIN,Base,26,1327,4651,,
SOFA.org,Options,Ethereum;Arbitrum;BSC;Polygon;Sei,25,901,6130,-50.98,-64.29
KittyPunch PunchSwap,Dexs,Flow,25,351,3089,-50,-84.38
Rainbow Token Launchpad,Launchpad,Base,25,399,4820,-77.06,-75.96
Metropolis AMM,Dexs,Sonic,24,63,148,700,2300
Sophon,Chain,Sophon,24,163,897,0,-52
Asset Chain Swap,Dexs,Asset Chain,23,66,503,64.29,666.67
Manta,Chain,Manta,23,276,1961,-4.17,-41.03
DefiPlaza,Dexs,Ethereum;Radix,22,46,83,1000,-24.14
MorpheusAI,AI Agents,Ethereum;Arbitrum,22,5869,27848,-97.34,-97.47
Pump Party,Gaming,MegaETH,22,16,795,633.33,-204.76
Cwallet Perps,Interface,Hyperliquid L1,22,51,219,83.33,2100
Sei,Chain,Sei,22,218,1730,-24.14,-79.25
Eclipse,Chain,Eclipse,22,145,3496,4.76,4.76
Invariant,Dexs,Solana;Eclipse,21,147,630,0,0
dYdX V4,Derivatives,dYdX,21,134,97135,-81.42,-99.5
Ape.Store,Launchpad,Base,21,452,1603,-8.7,-72.73
Human Passport,Identity & Reputation,OP Mainnet;Scroll;Base;Arbitrum;Linea;ZKsync Era,21,102,642,16.67,16.67
Human ID,Identity & Reputation,Ethereum;Avalanche;OP Mainnet;Base;Scroll;Fantom;Linea;ZKsync Era;Arbitrum,21,102,639,16.67,16.67
HEY,SoFi,Lens,21,122,583,23.53,320
Dinosaur Eggs,Dexs,BSC,20,219,1179,-53.49,-83.87
Shuriken,Services,Ethereum;Solana,20,353,1465,-60,-35.48
XFlows,Dexs,Wanchain,20,115,853,5.26,-35.48
Odyssey Finance,Yield Aggregator,OP Mainnet;Base;Ethereum;Plasma,20,38,398,11.11,
Cashmere,Bridge,Ethereum,20,163,778,-28.57,-33.33
Solid Yield,Yield,Fuse;Ethereum,20,333,5713,,
Haystack,Trading App,Algorand,20,129,694,122.22,66.67
Topaz AMM,Dexs,BSC,20,1447,7582,-97.46,-31.03
Ramses CL,Dexs,Arbitrum,19,70,392,58.33,0
Lynx,Derivatives,Sonic;Boba;Flare,19,148,1374,111.11,-67.8
BullX,Telegram Bot,Solana,19,67,311,11.76,5.56
HyperSignals,Interface,Hyperliquid L1;Starknet,19,77,3842,90,46.15
Sonne Finance,Lending,OP Mainnet;Base,18,108,610,-14.29,260
Thick,Dexs,Arbitrum;Base;Fantom;Sonic,18,93,463,0,28.57
Worm,Prediction Market,Solana,18,993,5062,-21.74,-89.35
PancakeSwap StableSwap,Dexs,BSC,17,290,1639,-59.52,-70.69
Blasterswap V2,Dexs,Blast,17,69,332,30.77,112.5
Hyprearn Perps,Interface,Hyperliquid L1,17,102,359,-5.56,41.67
Otomate,Interface,Ink,17,97,794,88.89,30.77
stabble Stableswap,Dexs,Solana,16,90,380,14.29,23.08
FLock.io,Decentralized AI,Base,16,255,8321,-33.33,-48.39
Xfai,Dexs,Linea,15,53,339,275,36.36
Deepr Finance,Lending,ShimmerEVM;IOTA EVM,15,93,653,25,7.14
Vader AI,AI Agents,Base,15,279,2216,-55.88,-55.88
Kuru Aggregator,DEX Aggregator,Monad,15,98,407,15.38,7.14
Fathom CDP,CDP,XDC,14,98,706,0,0
Zarban,Lending,Arbitrum,14,120,1304,7.69,-39.13
Ooga Booga,DEX Aggregator,Berachain;Hyperliquid L1;Monad;Botanix,14,278,841,0,180
SomniaLend,Lending,Somnia,14,96,3160,16.67,7.69
Nado Spot,Dexs,Ink,14,311,2723,-85.86,-81.58
Amigo,SoFi,Abstract,14,17,119,,
Valiant Trade Perps,Interface,Hyperliquid L1,14,231,1243,-17.65,-68.89
BrownFi V3,Dexs,Berachain;Hyperliquid L1,14,99,225,75,-17.65
Axial,Dexs,Avalanche,13,175,918,-38.1,-75.93
Sommelier,Onchain Capital Allocator,OP Mainnet;Ethereum;Arbitrum,13,88,393,0,8.33
Thruster V3,Dexs,Blast,13,241,1352,116.67,-62.86
Cipher Perps,Interface,Hyperliquid L1,13,15,163,,30
flooor.fun,NFT Marketplace,Base,13,104,283,-38.1,-75.93
Deri Chain,Chain,Deri Chain,13,68,446,8.33,-27.78
Dfyn Network,Dexs,Polygon,12,62,104,33.33,-40
Ferro,Dexs,Cronos,12,90,321,-25,100
BulbaSwap V2,Dexs,Morph,12,72,381,20,-45.45
Creator Bid,AI Agents,Base,12,63,437,50,-45.45
PriveX,Interface,Base;Coti,12,88,581,-14.29,-25
Okto Wallet Perps,Interface,Hyperliquid L1,12,107,1149,100,-36.84
Algorand,Chain,Algorand,12,85,395,0,9.09
Verse,Dexs,Ethereum;smartBCH,11,124,7579,-72.5,-70.27
ZO Perps,Derivatives,Sui,11,157,1614,-15.38,-56
Chimpions SOL,Liquid Staking,Solana,11,39,144,,
Canonic,Dexs,MegaETH,11,105,556,-50,-21.43
Turbo,Dexs,Hyperliquid L1,11,90,759,-21.43,-45
Dash,Chain,Dash,11,71,391,22.22,-31.25
Lisk,Chain,Lisk,11,78,225,10,-15.38
Songbird,Chain,Songbird,11,69,142,0,37.5
Superposition,Chain,Superposition,11,79,509,0,-8.33
Telos,Chain,Telos,11,71,300,0,10
MooniSwap,Dexs,Ethereum,10,8012,105665,11.11,-99.75
Helix Spot,Dexs,Injective,10,97,1058,-61.54,-47.37
Puffer Stake,Liquid Restaking,Ethereum,10,43149,102261,-99.83,-94.54
Arena DEX,Dexs,Avalanche,10,55,343,11.11,100
Donut,Farm,Base,10,70,397,0,42.86
MarkIt,Prediction Market,Base,10,74,139,-9.09,0
Blast,Chain,Blast,10,64,1090,-33.33,25
Immutable zkEVM,Chain,Immutable zkEVM,10,71,419,-9.09,-23.08
GOAT,Chain,GOAT,10,79,238,-33.33,-33.33
Kasplex,Chain,Kasplex,10,76,353,-16.67,-9.09
Vesper,Yield Aggregator,Ethereum;Base;OP Mainnet,9,510,20181,-25,0
Nerve,Dexs,BSC,9,36,194,-35.71,12.5
Solarbeam,Dexs,Moonriver,9,70,1638,-18.18,125
ArcherSwap,Dexs,CORE,9,47,451,50,80
CaviarNine Shape Liquidity,Dexs,Radix,9,56,179,80,-40
Thruster V2,Dexs,Blast,9,21,118,125,800
moon.it,Launchpad,Solana,9,56,331,-35.71,800
Ubeswap V3,Dexs,Celo,9,154,330,-73.53,-30.77
HyperBloom,DEX Aggregator,Hyperliquid L1,9,238,598,-78.05,-25
Somnex Perp,Derivatives,Somnia,9,15,25,0,
FAITH Protocol,Gamified Mining,Sui,9,58,639,12.5,-35.71
Rainbow Predictions,Interface,Polygon,9,917,5514,-72.73,-96.34
Flamingo Finance,Dexs,NEO,8,356,1204,-60,-42.86
Chronos V1,Dexs,Arbitrum,8,17,49,700,300
FluxBeam,Dexs,Solana,8,93,303,-57.89,-11.11
Penpie,Yield,BSC;Arbitrum;Ethereum,8,88,1764,-79.49,-20
KIM Exchange V2,Dexs,Mode,8,19,71,100,166.67
SpookySwap V3,Dexs,Fantom;Sonic,8,35,126,300,33.33
JPG Store,NFT Marketplace,Cardano,8,96,289,-50,-11.11
Adrastea LST,Liquid Staking,Solana,8,29,108,,
OkieSwap V3,Dexs,X Layer,8,248,445,14.29,0
Lit.Trade,Interface,Hyperliquid L1,8,46,557,33.33,-65.22
Liminal Perps,Interface,Hyperliquid L1,8,28,549,,-27.27
Monday Trade Spot,Dexs,Monad,8,97,398,300,-11.11
BabyDoge Bridge,Bridge,TON;Solana;Base;BSC,8,8,52,,-42.86
ShapeSwap V3,Dexs,Shape,8,57,354,166.67,-86.67
BSquared,Chain,BSquared,8,53,275,0,0
CROSS,Chain,CROSS,8,57,253,0,0
HPP,Chain,HPP,8,50,271,33.33,-27.27
Prom,Chain,Prom,8,56,217,0,14.29
GateLayer,Chain,GateLayer,8,50,209,-11.11,33.33
Gravity by Galxe,Chain,Gravity by Galxe,8,131,610,100,-52.94
Pearl,Chain,Pearl,8,588,983,0,0
SpiritSwap AMM,Dexs,Fantom,7,143,383,-36.36,-89.55
XSwap V2,Dexs,XDC,7,52,253,0,133.33
Ramses Legacy,Dexs,Arbitrum,7,7,14,,600
Zebra V2,Dexs,Scroll,7,49,278,-30,-30
Merchant Moe DEX,Dexs,Mantle,7,70,270,-12.5,-46.15
Zest V1,Lending,Stacks,7,513,2863,-86,-84.09
Maverick V2,Dexs,BSC;Base;ZKsync Era;Ethereum;Arbitrum;Scroll,7,38,914,16.67,16.67
Kodiak V2,Dexs,Berachain,7,39,212,75,0
Surf Liquid,Yield,Base,7,46,338,0,16.67
KaspaCom Dex,Dexs,Kasplex;Igra,7,98,557,0,-90.67
CORE,Chain,CORE,7,49,489,-30,40
Numbers,Chain,Numbers,7,18,83,40,600
Vana,Chain,Vana,7,47,136,0,-12.5
SpookySwap V2,Dexs,Fantom;Horizen EON;Bittorrent;Sonic,6,127,751,-45.45,-88.46
MojitoSwap,Dexs,KCC,6,23,434,100,-96.72
BaseSwap V2,Dexs,Base,6,44,200,0,0
POWERCITY Earn Protocol,CDP,PulseChain,6,91,3902,50,-40
Worldle,Gaming,World Chain,6,81,311,-25,-57.14
BIM Yield,Yield Aggregator,Ethereum;Gnosis;Base;BSC;Polygon;Arbitrum;OP Mainnet;Plasma;Stellar,6,48,213,0,-40
DipCoin Spot,Dexs,Sui,6,335,2213,-87.76,-91.18
Bracket LST,Liquid Staking,Ethereum,6,27,279,50,0
Supernova AMM,Dexs,Ethereum,6,47,247,-14.29,-50
Circuit,CDP,Chia,6,42,186,0,0
HypeMarket,Prediction Market,Supra,6,116,421,-50,-62.5
Mode,Chain,Mode,6,32,215,100,-25
Zilliqa,Chain,Zilliqa,6,47,214,20,100
WigoSwap,Dexs,Fantom,5,119,331,-58.33,-91.38
EchoDEX V3,Dexs,Linea,5,37,218,-16.67,-37.5
Powercity Flex Protocol,CDP,PulseChain,5,10,277,,
Arena Launch,Launchpad,Avalanche,5,34,164,-16.67,0
Consensus Liquidity DEX,Dexs,Kaia,5,554,1890,-83.33,-89.8
PumpSpace V2,Dexs,Avalanche,5,36,415,25,-64.29
Wswap,Dexs,Ethereum;W Chain,5,38,118,0,66.67
Boba,Chain,Boba,5,21,150,66.67,66.67
Noble,Chain,Noble,5,130,747,-76.19,-82.14
Neo X Mainnet,Chain,Neo X Mainnet,5,32,278,0,25
Hydration,Chain,Hydration,5,32,175,-16.67,-28.57
OolongSwap,Dexs,Boba,4,33,212,33.33,100
Titano Swych,Dexs,BSC,4,32,188,-33.33,-60
Arrakis V2,Liquidity Manager,Ethereum;Polygon;OP Mainnet;Base;Arbitrum,4,64,636,-33.33,-69.23
friend.tech V1,SoFi,Base,4,6,299,,-76.47
Meso Finance,Lending,Aptos,4,37,245,0,-66.67
Treble Spot,Dexs,Base,4,84,373,-75,-75
9Summits,Risk Curators,Base;Ethereum,4,24,99,33.33,33.33
Ferra CLMM,Dexs,Sui,4,8,42,300,
NICKEL,Gamified Mining,Base,4,48,146,-63.64,33.33
SimpleDEX,Dexs,XPR Network,4,45,229,33.33,-50
Pool Party,Dexs,Canton,4,149,1284,-75,-89.74
GRIDer Perps,Interface,Hyperliquid L1,4,30,189,-33.33,-20
Durianfun DEX Aggregator,DEX Aggregator,KUB,4,4,4,,
Crovia NFT Marketplace,NFT Marketplace,Cronos,4,18,52,,100
Jester Perps,Interface,Hyperliquid L1,4,25,194,0,33.33
Cometh,Dexs,Polygon,3,7,35,200,200
Elk,Dexs,Avalanche;Polygon;Ethereum;Fantom;BSC;Gnosis;Elastos;KCC;Fuse;IoTeX;Telos;Arbitrum;OP Mainnet;Linea;Metis;Base;Moonriver,3,28,118,0,-25
Balanced Exchange,Dexs,Icon,3,24,162,-50,50
Enosys AMM V2,Dexs,Flare;Songbird,3,15,102,0,50
AutoShark,Dexs,BSC,3,13,77,50,50
RadioShack,Dexs,Polygon;BSC;Ethereum;Avalanche;Fantom,3,34,268,-40,-66.67
Rarible,Services,Polygon;Ethereum,3,217,1157,-81.25,-25
Radiant V2,Lending,Arbitrum;BSC;Ethereum;Base,3,328,539,-70,-25
Aktionariat,RWA,Ethereum,3,2785,2793,-99.68,
Thala CDP,CDP,Aptos,3,21,90,0,0
DackieSwap V3,Dexs,Base;OP Mainnet;Arbitrum;Blast;Mode;X Layer;Linea,3,18,119,0,0
Ociswap Basic,Dexs,Radix,3,7,33,,200
Everdex,Dexs,Bifrost Network,3,87,422,,-93.33
Saphyre V2,Dexs,Sei,3,48,598,0,-88.89
ZNS Connect,Domains,BSC;Scroll;Blast;Polygon;Taiko;X Layer;Zora;Boba;zkLink Nova;Sonic;Base;Soneium;Ink;Abstract;Plume (Deprecated);Berachain;Unichain;Hemi;Plume Mainnet,3,7,306,-25,
Ethervista,Dexs,Ethereum,3,24,160,50,50
GasPump,Launchpad,TON,3,23,519,,
Sonex,Dexs,Soneium,3,14,75,50,0
flaunch,Launchpad,Base,3,10,108,-40,-62.5
Varlamore Capital,Risk Curators,Sonic;Ethereum,3,14,58,50,200
Thirdfy,Dexs,Base,3,22,113,-25,50
UltraYield Curator,Risk Curators,TAC,3,18,87,0,0
Supercexy,Interface,Hyperliquid L1,3,7,154,,-40
Clutch Anvil AMM,Dexs,Ethereum;ApeChain;Base,3,34,274,50,
hodl.dance,Launchpad,BSC,3,11,20,,
IOTA EVM,Chain,IOTA EVM,3,13,48,-25,200
KCC,Chain,KCC,3,14,101,200,-83.33
ZetaChain,Chain,ZetaChain,3,21,99,-25,0
Botanix,Chain,Botanix,3,21,224,0,-25
Gravity Finance,Dexs,Polygon,2,16,84,0,-33.33
JetSwap,Dexs,Fantom;BSC;Polygon,2,14,103,-33.33,-66.67
Saros AMM,Dexs,Solana,2,38,130,-85.71,-60
Vaulta REX,Lending,Vaulta,2,14,78,0,
Wombat Exchange,Dexs,BSC;Arbitrum;Ethereum;Scroll;Avalanche;Base;OP Mainnet;Monad;Hyperliquid L1;Polygon,2,10,85,-33.33,0
Blue Planet,Dexs,BSC,2,13,76,-33.33,-50
Llamalend,NFT Lending,Ethereum,2,14,60,0,0
Joe V2,Dexs,Avalanche;Arbitrum;BSC;Ethereum,2,6,52,100,-33.33
Zyberswap AMM,Dexs,Arbitrum,2,12,60,0,-33.33
Equilibre,Dexs,Kava,2,18,70,-60,-50
Zyberswap V3,Dexs,Arbitrum,2,11,72,0,-33.33
Dove Swap V3,Dexs,Polygon zkEVM,2,8,44,,0
SwapBased Concentrated Liquidity,Dexs,Base,2,21,123,100,100
ApertureSwap,Dexs,Manta,2,8,170,100,0
Pharaoh CL,Dexs,Avalanche,2,18,263,,-93.1
SwapMode V2,Dexs,Mode,2,6,35,100,100
EddyFinance AMM,Dexs,ZetaChain,2,28,137,-33.33,-66.67
KIM Exchange V3,Dexs,Mode,2,15,99,100,-71.43
TermMax,Lending,Ethereum;Arbitrum;BSC;Berachain;BSquared,2,382,11222,-89.47,-97.5
